Motif,Target,Constr,Result,Time (Sec.),N_Rival,Rivals
(((*).((*)).)(*)),(((...).((...)).)(...)),(?(...)??(...)???(...)),undesignable,0.2924,1,['(.(*)..(*)...(*))']
(..(...)((*))),(..(...)((...))),(????????(...)?),undesignable,1.5692,1,['(.......((*)))']
((...).(*).),((...).(...).),(??????(...)?),undesignable,0.0746,1,['(......(*).)']
((..(.((*).)))),((..(.((...).)))),(??????(...)????),undesignable,0.2552,1,['((.....(*)...))']
(..(..(*))(*)),(..(..(...))(...)),(?????(...)?(...)),undesignable,0.0016,1,['(.....(*).(*))']
((*).(..(*))..),((...).(..(...))..),((...)????(...)???),undesignable,0.0012,1,['((*)....(*)...)']
(((.(*)).).(*).),(((.(...)).).(...).),(???(...)????(...)?),undesignable,0.1206,4,"['(...(*)....(*).)', '((..(*)..).(*).)', '(.(((*).)).(*).)', '(((.(*)))..(*).)']"
(.(.....).(*)),(.(.....).(...)),(?????????(...)),undesignable,0.0182,1,['(.........(*))']
(((.(...)))..),(((.(...)))..),(????????????),undesignable,0.1915,1,['(((......))..)']
(.(.(....)..)),(.(.(....)..)),(????????????),undesignable,5.9816,10,"['(............)', '(.(((....)).))', '(.(((....).)))', '(((.(....))).)', '((.((....)).))', '((..(....)..))', '(.(((....))).)', '(.(.(....).).)', '(..((....))..)', '(...(....)...)']"
(((*).....)(*).),(((...).....)(...).),(?(...)??????(...)?),undesignable,0.0024,1,['(.(*)......(*).)']
((....)....),((....)....),(??????????),undesignable,0.0117,1,['(..........)']
(..((....).)),(..((....).)),(???????????),undesignable,0.0731,1,['(...(....)..)']
(..((((*))).)),(..((((...))).)),(?????(...)????),undesignable,0.5785,1,['(...(((*)))..)']
(..(.(*)....).),(..(.(...)....).),(????(...)??????),undesignable,0.2932,1,['(....(*)......)']
(.(((*)(...)))),(.(((...)(...)))),(???(...)???????),undesignable,0.7615,1,['(.(((*).....)))']
(.(*).(.(.(*)))),(.(...).(.(.(...)))),(?(...)?????(...)??),undesignable,0.1158,3,"['(.(*).....(*)..)', '(.(*)((...(*))))', '(.(*)...(.(*).))']"
((((...).)..)),((((...).)..)),(????????????),undesignable,0.0703,1,['((..........))']
(..(((*).)..).),(..(((...).)..).),(????(...)??????),undesignable,0.1113,1,['(....(*)......)']
((.(*))..(.(*))),((.(...))..(.(...))),(??(...)?????(...)?),undesignable,27.6146,15,"['(..(*).....(*).)', '((.(*))...((*)))', '((.(*))....(*).)', '(.((*))..(.(*)))', '(..(*)...(.(*)))', '((((*))).(.(*)))', '((.(*).).(.(*)))', '((((*).))(.(*)))', '((((*)))..((*)))', '((((*))....(*)))', '((((*).)).((*)))', '((((*).))..(*).)', '((((*).)...(*)))', '((.(*).)..((*)))', '((.(*).....(*)))']"
(.(*).(..((*)))),(.(...).(..((...)))),(?(...)?????(...)??),undesignable,0.0155,1,['(.(*)....((*)).)']
((.(.(...)))),((.(.(...)))),(???????????),undesignable,0.2433,1,['((.(......)))']
((*)..(.....)),((...)..(.....)),((...)?????????),undesignable,0.0185,1,['((*).........)']
(((....)..)),(((....)..)),(??????????),undesignable,0.3356,1,['((........))']
((...(.....))),((...(.....))),(????????????),undesignable,0.019,1,['((..........))']
(((*)...).....),(((...)...).....),(?(...)?????????),undesignable,0.002,1,['(.(*).........)']
((...)......),((...)......),(???????????),undesignable,0.0034,1,['(...........)']
(((.(...)..))),(((.(...)..))),(????????????),undesignable,10.3803,1,['(((........)))']
((*)((*)...)),((...)((...)...)),((...)?(...)????),undesignable,0.0023,1,['((*).(*)....)']
(((*)(..(*))).),(((...)(..(...))).),(?(...)???(...)???),undesignable,0.0459,1,['(.(*)...(*)...)']
(.(..(...))..),(.(..(...))..),(????????????),undesignable,0.2895,1,['(............)']
(....(...(*))),(....(...(...))),(????????(...)?),undesignable,0.0015,1,['(........(*).)']
((*)(((*).)..)),((...)(((...).)..)),((...)??(...)?????),undesignable,0.0118,1,['((*)..(*).....)']
(((...)....).),(((...)....).),(????????????),undesignable,0.0171,1,['(............)']
(..(...)...),(..(...)...),(??????????),undesignable,0.1913,1,['(..........)']
(.(..(..(*)))),(.(..(..(...)))),(???????(...)??),undesignable,0.0075,1,['(.......(*)..)']
((*)..(.....).),((...)..(.....).),((...)??????????),undesignable,0.0729,1,['((*)..........)']
((.((*)(...)))),((.((...)(...)))),(???(...)???????),undesignable,0.9568,3,"['(...(*).......)', '(((((*)))....))', '((.((*)).....))']"
((*)(.(...)..)),((...)(.(...)..)),((...)??????????),undesignable,1.9877,1,['((*)..........)']
(.((...)..(*))),(.((...)..(...))),(?????????(...)?),undesignable,1.9187,1,['(.........(*).)']
(..(.((*)..).)),(..(.((...)..).)),(?????(...)?????),undesignable,0.1166,1,['(.....(*).....)']
(..(.(*).((*)))),(..(.(...).((...)))),(????(...)??(...)??),undesignable,0.2754,1,['(....(*).((*)).)']
((.((*))(*))...),((.((...))(...))...),(???(...)?(...)????),undesignable,0.2751,1,['(..((*))(*)....)']
(.((.(*)..)..)),(.((.(...)..)..)),(????(...)??????),undesignable,0.1101,1,['(....(*)......)']
((..(.....))),((..(.....))),(???????????),undesignable,0.0222,1,['((.........))']
(...(*)(...).),(...(...)(...).),(???(...)??????),undesignable,0.3033,1,['(...(*)......)']
((*).(.(...).)),((...).(.(...).)),((...)??????????),undesignable,1.93,1,['((*)..........)']
((...)(...)(*)),((...)(...)(...)),(??????????(...)),undesignable,1.8761,1,['(..........(*))']
(.(.((*)..(*)))),(.(.((...)..(...)))),(????(...)??(...)??),undesignable,0.0116,1,['(....(*)..(*)..)']
(((....).)...),(((....).)...),(????????????),undesignable,0.0679,1,['(............)']
((....((*).).)),((....((...).).)),(??????(...)????),undesignable,1.2949,1,['((.....(*)...))']
(((...).(*).).),(((...).(...).).),(???????(...)???),undesignable,1.8345,1,['(.......(*)...)']
((.(......)).),((.(......)).),(????????????),undesignable,333.2585,31,"['(............)', '(..(......)..)', '(((.......)).)', '(...(((...))))', '(...((....)).)', '(..(((...))).)', '(..((...))...)', '(..((....))..)', '(..((.....)).)', '(..(.....)...)', '((.(......).))', '(((((...)))).)', '((.(....)..).)', '((((...)))...)', '((((....)))..)', '((.(((...)))))', '((.((.....))))', '((.(.(....))))', '((.(.......)))', '(..(((....))))', '(...((.....)))', '(....((....)))', '(....(....)..)', '((((....))..))', '((.((....)).))', '(.((((...)))))', '(.(((.....))))', '(.((.(...).)))', '(.((.(....))))', '(.((.......)))', '(.((......)).)']"
(.(((.(*)).).)),(.(((.(...)).).)),(?????(...)?????),undesignable,17.0302,14,"['(.....(*).....)', '(.((.((*)).).))', '(.(.(((*)).).))', '(((.(.(*)).)).)', '(.(.(((*).)).))', '(....((*))....)', '(((..((*)).)).)', '((.(.((*)).).))', '((.(..(*)..).))', '((..(((*).)).))', '((...((*))...))', '(..(.((*)).)..)', '(..(..(*)..)..)', '(..((.(*)))...)']"
(.((.((*).)).)),(.((.((...).)).)),(?????(...)?????),undesignable,36.0901,25,"['(.....(*).....)', '(.(..((*).)..))', '((...((*).)..))', '(.(..((*))...))', '((((.((*)))).))', '(((((.(*)))).))', '((((.((*))))).)', '((((..(*).)).))', '(((.(.(*)).).))', '((.(.((*))).).)', '((....(*)....))', '(.((.((*))))..)', '(....((*))....)', '(((((.(*))))).)', '((((..(*).))).)', '(((.(.(*)).)).)', '(((..((*)).)).)', '((.((.(*))).).)', '((.((.(*)))..))', '((.(..(*)..).))', '((...((*))...))', '(.(((.(*))))..)', '(..(.((*)).)..)', '(..(..(*)..)..)', '(.(((.(*).))).)']"
((.(((*))..)).),((.(((...))..)).),(????(...)??????),undesignable,0.1701,1,['((..((*))...).)']
(..(((...)).)),(..(((...)).)),(????????????),undesignable,0.2311,1,['(...((...))..)']
((*)(....)...),((...)(....)...),((...)?????????),undesignable,0.3131,1,['((*).........)']
(((....).)(*).),(((....).)(...).),(?????????(...)?),undesignable,3.9631,6,"['(.........(*).)', '(.(....)..(*).)', '(.(....).((*)))', '((........(*)))', '(........((*)))', '(((....)).(*).)']"
((*)(...)),((...)(...)),((...)?????),undesignable,0.0052,1,['((*).....)']
(.(...).((*))),(.(...).((...))),(????????(...)?),undesignable,1.1632,1,['(.......((*)))']
((..((*)).)..),((..((...)).)..),(????(...)?????),undesignable,2.3785,1,['(...((*))....)']
((..(..(*)))),((..(..(...)))),(??????(...)??),undesignable,0.069,1,['((.....(*).))']
(..(..((*).))),(..(..((...).))),(??????(...)???),undesignable,0.0077,1,['(......(*)...)']
(((...).)(*)),(((...).)(...)),(????????(...)),undesignable,0.0305,1,['(........(*))']
(((..(....)))),(((..(....)))),(????????????),undesignable,1.1205,1,['(((........)))']
(.(...(....))),(.(...(....))),(????????????),undesignable,0.071,1,['(............)']
((.(.(*)...))),((.(.(...)...))),(????(...)?????),undesignable,1.0296,1,['((...(*)....))']
((...)(.(*).)),((...)(.(...).)),(???????(...)??),undesignable,0.4586,1,['(.......(*)..)']
((((...).))),((((...).))),(??????????),undesignable,0.5216,1,['(((......)))']
((.(...).)..),((.(...).)..),(???????????),undesignable,9.088,3,"['(...........)', '(..((...))..)', '(..(.....)..)']"
(((.(...)))),(((.(...)))),(??????????),undesignable,0.5285,1,['(((......)))']
(.((...)...)),(.((...)...)),(???????????),undesignable,0.018,1,['(...........)']
((...(.(*)))..),((...(.(...)))..),(??????(...)????),undesignable,0.0078,1,['(......(*)....)']
(((*).(*))...),(((...).(...))...),(?(...)?(...)????),undesignable,0.0025,1,['(.(*).(*)....)']
((.(...).(*).)),((.(...).(...).)),(????????(...)??),undesignable,5.913,1,['((.......(*).))']
((*)(...)(*)..),((...)(...)(...)..),((...)?????(...)??),undesignable,0.0055,1,['((*).....(*)..)']
(((*)..).(...)),(((...)..).(...)),(?(...)?????????),undesignable,0.4825,1,['(.(*).........)']
((...(.(*))).),((...(.(...))).),(??????(...)???),undesignable,0.0114,1,['(....(.(*))..)']
(...(.(....))),(...(.(....))),(????????????),undesignable,0.0714,1,['(............)']
(.(((*))...)),(.(((...))...)),(???(...)?????),undesignable,0.0755,1,['(..((*))....)']
(((*)..)(...).),(((...)..)(...).),(?(...)?????????),undesignable,0.4779,1,['(.(*).........)']
(((*).(*))(*).),(((...).(...))(...).),(?(...)?(...)?(...)?),undesignable,0.0033,1,['(.(*).(*).(*).)']
((..((*)..)(*))),((..((...)..)(...))),(????(...)???(...)?),undesignable,0.811,1,['((...(*)...(*)))']
((((...)..))),((((...)..))),(???????????),undesignable,0.4767,1,['(((.......)))']
(...(.(*)...)),(...(.(...)...)),(?????(...)????),undesignable,0.0206,1,['(.....(*)....)']
(.(*)((...)(*))),(.(...)((...)(...))),(?(...)??????(...)?),undesignable,0.1879,1,['(.(*)......(*).)']
((.(...(*)))..),((.(...(...)))..),(??????(...)????),undesignable,0.0078,1,['(......(*)....)']
(((...)..).),(((...)..).),(??????????),undesignable,0.0174,1,['(..........)']
(.(...)(...).),(.(...)(...).),(????????????),undesignable,4.6695,1,['(............)']
((.((...)..))),((.((...)..))),(????????????),undesignable,0.0459,1,['((.(.......)))']
((*).(...(*))..),((...).(...(...))..),((...)?????(...)???),undesignable,0.0012,1,['((*).....(*)...)']
(.(....((*).))),(.(....((...).))),(???????(...)???),undesignable,0.0163,3,"['(.......(*)...)', '((.....((*).)))', '(.(.....(*)..))']"
((.....(*))..),((.....(...))..),(??????(...)???),undesignable,0.0015,1,['(......(*)...)']
((..(*)(...))),((..(...)(...))),(???(...)??????),undesignable,1.942,5,"['(...(*)......)', '(((((*)))...))', '(((((*))...)))', '(((((*)...))))', '((.((*))....))']"
((..(*))(....)),((..(...))(....)),(???(...)???????),undesignable,0.4602,1,['(...(*).......)']
((.((*).))...),((.((...).))...),(???(...)??????),undesignable,0.0192,1,['(..((*).)....)']
(.((...).)..),(.((...).)..),(???????????),undesignable,0.2772,1,['(...........)']
(((.(*))..).),(((.(...))..).),(???(...)?????),undesignable,0.0077,1,['(...(*).....)']
(..(.(*).....)),(..(.(...).....)),(????(...)??????),undesignable,0.0196,1,['(....(*)......)']
(((.....).)..),(((.....).)..),(????????????),undesignable,0.0047,1,['(............)']
(.(*)((...).)),(.(...)((...).)),(?(...)????????),undesignable,0.1196,1,['(.(*)........)']
((*)..(....)(*)),((...)..(....)(...)),((...)????????(...)),undesignable,0.0148,1,['((*)........(*))']
((..(*).(...))),((..(...).(...))),(???(...)???????),undesignable,30.4647,1,['((..(*)......))']
(((...)((*)).)),(((...)((...)).)),(???????(...)???),undesignable,2.1479,1,['((.....((*)).))']
(((...)....)),(((...)....)),(???????????),undesignable,0.0046,1,['(...........)']
(..((*)..).),(..((...)..).),(???(...)????),undesignable,0.0183,1,['(...(*)....)']
(((...(...)))),(((...(...)))),(????????????),undesignable,0.5175,1,['(((........)))']
(((.((*).)).)),(((.((...).)).)),(????(...)?????),undesignable,0.2987,9,"['(....(*).....)', '((((((*)))).))', '((((.(*).)).))', '(((.((*)).).))', '(((.((*).).)))', '(((..(*)..).))', '((.(((*).)).))', '((..((*).)..))', '((...(*)....))']"
(((...).....)),(((...).....)),(????????????),undesignable,0.0058,1,['(............)']
(..((....)..)),(..((....)..)),(????????????),undesignable,0.0703,1,['(............)']
(.....(...)),(.....(...)),(??????????),undesignable,0.0032,1,['(..........)']
((.....(...))),((.....(...))),(????????????),undesignable,0.005,1,['(............)']
(.((....)...)),(.((....)...)),(????????????),undesignable,0.0674,1,['(............)']
(...(.(...))),(...(.(...))),(???????????),undesignable,0.0183,1,['(...........)']
(....((*)..(*))),(....((...)..(...))),(?????(...)??(...)?),undesignable,0.0022,1,['(.....(*)..(*).)']
(.(...)....),(.(...)....),(??????????),undesignable,0.0441,1,['(..........)']
(...(.(*)...).),(...(.(...)...).),(?????(...)?????),undesignable,0.2924,1,['(.....(*).....)']
((..(...).)..),((..(...).)..),(????????????),undesignable,1.118,1,['(............)']
((....).....),((....).....),(???????????),undesignable,0.0113,1,['(...........)']
((..(...)).),((..(...)).),(??????????),undesignable,0.0178,1,['(..........)']
(..(..(...).)),(..(..(...).)),(????????????),undesignable,1.1495,1,['(............)']
(..(.(...))..),(..(.(...))..),(????????????),undesignable,1.5713,1,['(..(......)..)']
((...)(...)),((...)(...)),(??????????),undesignable,0.281,1,['(..........)']
((((.(*))..)).),((((.(...))..)).),(????(...)??????),undesignable,0.5733,1,['(((..(*)...)).)']
((.(*)(*).)....),((.(...)(...).)....),(??(...)(...)??????),undesignable,0.001,1,['(..(*)(*)......)']
(..((.(*).)..)),(..((.(...).)..)),(?????(...)?????),undesignable,0.0284,1,['(.....(*).....)']
(((.(...))).),(((.(...))).),(???????????),undesignable,0.6208,1,['(((......)).)']
(..((...).)..),(..((...).)..),(????????????),undesignable,1.5383,1,['(..(......)..)']
((.(....))...),((.(....))...),(????????????),undesignable,0.0722,1,['(............)']
((((...))..).),((((...))..).),(????????????),undesignable,103.0078,25,"['(............)', '((.........).)', '(((....))....)', '((..........))', '(((........)))', '(.((.......)))', '(.(........).)', '(...((.....)))', '((.(((...)))))', '((.((.....))))', '(.((((...)))))', '(.(((.....))))', '(.(.((...)).))', '(.(.(.....).))', '(..(((....))))', '(..((.....)).)', '(..((......)))', '(...(((...))))', '(...((....)).)', '(....((....)))', '(((((...)))).)', '((((.....))).)', '(((.(...).)).)', '(((.(....))).)', '(((.......)).)']"
(((.(*)...)(*))),(((.(...)...)(...))),(???(...)????(...)?),undesignable,0.9129,1,['((..(*)....(*)))']
((((.(...))))),((((.(...))))),(????????????),undesignable,1.1652,1,['((((......))))']
((.(*))((*)..)),((.(...))((...)..)),(??(...)??(...)???),undesignable,0.0441,1,['(..(*)..(*)...)']
((.((*)...))),((.((...)...))),(???(...)?????),undesignable,0.0639,1,['((..(*)....))']
(.((...)....)),(.((...)....)),(????????????),undesignable,0.0173,1,['(............)']
(....((*)....)),(....((...)....)),(?????(...)?????),undesignable,0.0016,1,['(.....(*).....)']
((...)(...).),((...)(...).),(???????????),undesignable,1.1737,1,['(...........)']
((...((*).).)),((...((...).).)),(?????(...)????),undesignable,1.5164,1,['((....(*)...))']
((((...).).)),((((...).).)),(???????????),undesignable,0.2397,1,['(((......).))']
((*)(....(*))..),((...)(....(...))..),((...)?????(...)???),undesignable,0.0017,1,['((*).....(*)...)']
(.(...(*).)...),(.(...(...).)...),(?????(...)?????),undesignable,0.3017,1,['(.....(*).....)']
(.(*)(.(*)...)),(.(...)(.(...)...)),(?(...)??(...)????),undesignable,0.0301,1,['(.(*)..(*)....)']
(((*)..)....),(((...)..)....),(?(...)???????),undesignable,0.0014,1,['(.(*).......)']
(.((...)(*)).),(.((...)(...)).),(???????(...)??),undesignable,0.4463,1,['(.......(*)..)']
((.....)....),((.....)....),(???????????),undesignable,0.0011,1,['(...........)']
((.....)...),((.....)...),(??????????),undesignable,0.001,1,['(..........)']
(.(....)....),(.(....)....),(???????????),undesignable,0.1789,1,['(...........)']
((...).),((...).),(??????),undesignable,0.0032,1,['(......)']
(((..(*))((*)))),(((..(...))((...)))),(????(...)??(...)??),undesignable,0.726,1,['((...(*).((*))))']
(((...)((*).))),(((...)((...).))),(???????(...)???),undesignable,2.8261,5,"['(.......(*)...)', '((((....(*)))))', '(((....((*)))))', '(((.....(*).)))', '((....(((*)))))']"
(.((.(...))).),(.((.(...))).),(????????????),undesignable,1.2357,1,['(.((......)).)']
((.(*)...)..),((.(...)...)..),(??(...)??????),undesignable,0.0183,1,['(..(*)......)']
(((*)..(...)).),(((...)..(...)).),(?(...)?????????),undesignable,1.8762,1,['(.(*).........)']
(.(.(.(...)))),(.(.(.(...)))),(????????????),undesignable,0.109,1,['(............)']
((((...)..).)),((((...)..).)),(????????????),undesignable,0.0469,1,['(((.......).))']
((*)..(*)(...).),((...)..(...)(...).),((...)??(...)??????),undesignable,0.0038,1,['((*)..(*)......)']
((.(...))..),((.(...))..),(??????????),undesignable,0.0174,1,['(..........)']
((*).(...((*)))),((...).(...((...)))),((...)??????(...)??),undesignable,0.0113,1,['((*).....((*)).)']
(.(.....)....),(.(.....)....),(????????????),undesignable,0.013,1,['(............)']
((..(*)(*))..(*)),((..(...)(...))..(...)),(???(...)(...)???(...)),undesignable,0.0019,1,['(...(*)(*)...(*))']
(..((...).)),(..((...).)),(??????????),undesignable,0.0177,1,['(..........)']
(((*).(...).).),(((...).(...).).),(?(...)?????????),undesignable,1.904,1,['(.(*).........)']
(((*)..).((*))),(((...)..).((...))),(?(...)?????(...)?),undesignable,0.3892,1,['(.(*)....((*)))']
(..(((...).))),(..(((...).))),(????????????),undesignable,0.2297,1,['(..((......)))']
((..(...).)),((..(...).)),(??????????),undesignable,3.3553,1,['((........))']
(.(...)....(*)),(.(...)....(...)),(??????????(...)),undesignable,0.3178,1,['(..........(*))']
((.((*)(*)).)(*)),((.((...)(...)).)(...)),(???(...)(...)???(...)),undesignable,0.2855,1,['(...(*)(*)...(*))']
(...(....(*).)),(...(....(...).)),(????????(...)??),undesignable,0.0191,1,['(........(*)..)']
((..(...).).),((..(...).).),(???????????),undesignable,1.1137,1,['(...........)']
((.(*)(...))),((.(...)(...))),(??(...)??????),undesignable,0.2253,2,"['(..(*)......)', '((((*))....))']"
(.(....).....),(.(....).....),(????????????),undesignable,0.1773,1,['(............)']
((.(...))),((.(...))),(????????),undesignable,0.0578,1,['((......))']
(..(.......)),(..(.......)),(???????????),undesignable,0.001,1,['(...........)']
((..(.(...)))),((..(.(...)))),(????????????),undesignable,0.0698,1,['((..........))']
((....)......),((....)......),(????????????),undesignable,0.0112,1,['(............)']
(.(((...).).)),(.(((...).).)),(????????????),undesignable,0.1059,1,['(............)']
(.(.(...)..).),(.(.(...)..).),(????????????),undesignable,6.5375,1,['(.(........).)']
((((...)...))),((((...)...))),(????????????),undesignable,0.5233,1,['(((........)))']
((..(...))..),((..(...))..),(???????????),undesignable,0.0195,1,['(...........)']
((...)(....)),((...)(....)),(???????????),undesignable,1.19,1,['(...........)']
((.(.....)).),((.(.....)).),(???????????),undesignable,30.5457,14,"['(...........)', '((........).)', '((.(.....).))', '(..(.....)..)', '((.((....))))', '((.(......)))', '((.((...)).))', '(.(((....))))', '(.((......)))', '(.(.(....).))', '(..((...))..)', '(..((....)).)', '(..(....)...)', '(.((.....)).)']"
